41416,2451386,25399,60523,1247,46818,25399,60523,1247,46818,1,2656,1,5,13876,38,41888,79,67,190,190,0,15023,5308,15023,1352,0,1351,15023,16375,16375,17727,9714,2451376
41692,2452721,34643,1465523,6450,46130,34643,1465523,6450,46130,1,9737,9,2,13579,221,159925,65,29,60,45,980,2940,1912,3921,235,0,1803,2940,3175,4744,4979,1027,2452646
77322,2451984,41823,1134581,3692,9650,41823,1134581,3692,9650,1,5907,4,1,12581,277,97646,71,38,54,24,2124,1737,2700,3861,156,0,1003,1737,1893,2741,2897,-963,2451946
23794,2451080,80195,101621,6600,43626,80195,101621,6600,43626,4,192,9,5,6644,205,12814,92,93,93,40,4900,3696,8597,8597,184,0,1031,3696,3881,4727,4912,-4900,2451045
73628,2451409,88120,53100,2433,35766,88120,53100,2433,35766,4,2152,14,5,4136,167,42338,9,76,208,185,206,1666,685,1872,133,0,393,1666,1799,2059,2192,980,2451385
66715,2451825,72343,676201,859,33117,72343,676201,859,33117,1,4172,15,1,4082,86,74035,66,63,93,31,4086,2104,4183,6191,147,0,495,2104,2252,2599,2747,-2079,2451745
52060,2450971,88823,675983,6790,7550,88823,675983,6790,7550,2,24,2,5,10357,131,5709,57,88,90,71,1081,4065,5046,5147,325,0,462,4065,4391,4528,4853,-980,2450927
80189,2451654,62701,732815,6929,26996,62701,732815,6929,26996,5,3936,5,5,6851,17,65551,17,12,34,8,433,144,204,578,2,0,69,144,147,213,216,-59,2451579
37682,2452024,95238,1499841,6844,16647,95238,1499841,6844,16647,3,5891,12,1,6147,114,98263,98,94,162,38,12069,3810,9232,15879,228,0,3651,3810,4038,7461,7690,-5422,2451958
75839,2451553,52456,692576,1496,5616,52456,692576,1496,5616,2,3949,14,2,7499,42,64030,17,52,124,42,1392,717,890,2109,35,0,400,717,753,1118,1153,-173,2451549
30488,2451928,26974,759988,2602,10063,26974,759988,2602,10063,5,4035,20,3,15055,212,93368,80,24,65,39,2035,3182,1925,5217,127,0,2347,3182,3309,5529,5656,1256,2451896
65011,2450952,85860,1676960,860,30313,85860,1676960,860,30313,4,75,11,4,11770,174,4306,68,54,59,9,3420,651,3701,4071,22,201,1506,449,471,1955,1978,-3252,2450900
